mfsu,sec,ssu,visit,seg,sss,rel,sex,age,marst,gedu_lvl,tedu_lvl,form_edu,pas,ind_pas,ocu_pas,ern_reg,ern_self,st,dc,relg,sg,hh_size,hhtype,hce_tot,weight,mpce,total_wage,is_employed,is_unemployed,is_domestic_duties,spousal_wage
23709,2,01,V1,1,4,2,2,43,2,01,01,0,31,94910,911,4000,0,05,13,1,9,4,1,10250,11408.17,2562.5,4000,1,0,0,15000.0
23709,2,02,V1,1,4,2,2,40,2,01,01,0,51,41001,931,0,0,05,13,1,3,3,2,8225,11408.17,2741.6666666666665,0,1,0,0,0.0
23718,2,01,V1,1,1,2,2,38,2,08,01,11,92,,,0,0,29,23,1,3,4,2,28367,2884.69,7091.75,0,0,0,1,63000.0
23718,2,01,V1,1,2,4,2,30,2,13,01,17,92,,,8000,0,29,23,1,9,3,1,27408,5316.88,9136.0,8000,0,0,1,0.0
23718,2,01,V1,1,3,2,2,55,2,08,01,10,92,,,0,0,29,23,1,9,2,2,17163,1753.44,8581.5,0,0,0,1,0.0
23718,2,01,V1,1,4,3,2,32,2,13,01,20,31,72200,122,30000,0,29,23,1,3,7,2,44042,2375.63,6291.714285714285,30000,1,0,0,0.0
23718,2,01,V1,1,4,3,2,30,2,13,01,17,92,,,0,0,29,23,1,3,7,2,44042,2375.63,6291.714285714285,0,0,0,1,0.0
23718,2,01,V1,2,1,2,2,47,2,12,11,16,31,85212,431,13500,0,29,23,1,3,3,2,47783,58033.17,15927.666666666666,13500,1,0,0,0.0
23718,2,01,V1,2,2,2,2,39,2,10,01,13,92,,,0,0,29,23,1,3,3,1,25720,78452.25,8573.333333333334,0,0,0,1,25000.0
23718,2,01,V1,2,3,4,2,24,2,07,01,8,92,,,0,0,29,23,1,3,6,1,16033,24717.83,2672.1666666666665,0,0,0,1,0.0
23718,2,01,V1,2,4,2,2,19,2,07,01,8,92,,,0,0,29,23,1,3,2,2,11050,33315.34,5525.0,0,0,0,1,15000.0
23719,2,01,V1,1,1,2,2,50,2,01,01,0,31,85102,512,1650,0,10,22,1,2,3,3,11650,633.01,3883.3333333333335,1650,1,0,0,0.0
23719,2,01,V1,1,2,2,2,30,2,01,01,0,31,97001,911,4500,0,10,22,1,3,3,1,5883,1899.02,1961.0,4500,1,0,0,5000.0
23719,2,01,V1,1,3,2,2,45,2,01,01,0,93,,,0,0,10,22,1,2,3,1,5167,2954.03,1722.3333333333333,0,0,0,1,8500.0
23719,2,01,V1,1,4,2,2,35,2,01,01,0,31,97001,911,2700,0,10,22,1,2,5,3,8433,6330.07,1686.6,2700,1,0,0,0.0
23719,2,01,V1,2,1,4,2,40,2,12,01,15,31,85102,234,35000,0,10,22,1,2,5,2,9417,10550.12,1883.4,35000,1,0,0,0.0
23719,2,01,V1,2,2,4,2,24,2,07,01,9,93,,,0,0,10,22,1,2,5,2,9883,10022.62,1976.6,0,0,0,1,0.0
23719,2,01,V1,2,4,2,2,32,2,07,01,9,93,,,0,0,10,22,1,2,7,1,7750,19517.73,1107.142857142857,0,0,0,1,6000.0
23720,2,01,V1,1,1,2,2,57,2,07,01,9,11,01412,612,0,5500,33,07,1,3,8,2,27533,7185.33,3441.625,5500,1,0,0,12000.0
23720,2,01,V1,1,1,4,2,32,2,13,01,17,92,,,0,0,33,07,1,3,8,2,27533,7185.33,3441.625,0,0,0,1,12000.0
23720,2,02,V1,1,1,2,2,42,2,01,01,0,51,10622,932,0,0,33,07,1,2,5,3,15000,7185.33,3000.0,0,1,0,0,0.0
23720,2,01,V1,1,2,4,2,28,2,08,01,10,92,,,0,0,33,07,1,3,5,2,24183,27083.16,4836.6,0,0,0,1,0.0
23720,2,02,V1,1,2,2,2,40,2,07,01,9,51,01113,921,0,0,33,07,1,3,6,3,21300,27083.16,3550.0,0,1,0,0,0.0
23720,2,01,V1,1,3,2,2,47,2,07,01,8,21,38110,522,0,0,33,07,1,3,3,2,19183,25977.72,6394.333333333333,0,1,0,0,20000.0
23720,2,02,V1,1,3,2,2,50,2,01,01,0,51,01113,921,0,0,33,07,1,2,7,3,20683,25977.72,2954.714285714286,0,1,0,0,0.0
23720,2,02,V1,1,3,4,2,22,2,10,01,12,92,,,0,0,33,07,1,2,7,3,20683,25977.72,2954.714285714286,0,0,0,1,0.0
23720,2,01,V1,1,4,2,2,50,2,01,01,0,11,01441,612,0,4500,33,07,3,3,2,3,9525,50850.01,4762.5,4500,1,0,0,0.0
23720,2,02,V1,1,4,2,2,58,2,01,01,0,51,10622,932,0,0,33,07,1,3,2,3,6667,50850.01,3333.5,0,1,0,0,0.0
23725,2,01,V1,1,1,2,2,37,2,07,01,9,92,,,0,0,33,07,1,3,9,1,19475,15161.73,2163.8888888888887,0,0,0,1,28000.0
23725,2,02,V1,1,1,2,2,36,2,08,01,10,11,14105,753,0,8500,33,07,1,3,4,1,12783,15161.73,3195.75,8500,1,0,0,14500.0
23725,2,01,V1,1,2,2,2,31,2,10,01,12,92,,,0,0,33,07,1,3,4,2,15333,31121.45,3833.25,0,0,0,1,12500.0
23725,2,02,V1,1,2,2,2,40,2,12,01,15,92,,,0,0,33,07,1,3,3,1,11708,31121.45,3902.6666666666665,0,0,0,1,19000.0
23725,2,01,V1,1,3,2,2,51,2,07,01,9,92,,,0,0,33,07,1,3,3,2,11942,28727.49,3980.6666666666665,0,0,0,1,21700.0
23725,2,02,V1,1,3,1,2,54,2,12,01,15,94,,,0,0,33,07,1,3,1,9,3542,28727.49,3542.0,0,0,0,0,0.0
23727,2,01,V1,1,1,4,2,46,2,08,01,10,92,,,0,0,23,34,2,3,14,1,19617,10559.73,1401.2142857142858,0,0,0,1,0.0
23727,2,01,V1,1,1,4,2,32,2,08,01,10,92,,,0,0,23,34,2,3,14,1,19617,10559.73,1401.2142857142858,0,0,0,1,0.0
23727,2,01,V1,1,1,4,2,25,2,12,01,15,92,,,0,0,23,34,2,3,14,1,19617,10559.73,1401.2142857142858,0,0,0,1,0.0
23727,2,02,V1,1,1,2,2,46,2,07,01,8,92,,,0,0,23,34,2,9,5,1,10250,10559.73,2050.0,0,0,0,1,18000.0
23727,2,01,V1,1,2,2,2,40,2,08,01,10,92,,,0,0,23,34,2,3,8,1,8250,12380.38,1031.25,0,0,0,1,18500.0
23727,2,01,V1,1,2,8,2,38,2,07,01,8,92,,,0,0,23,34,2,3,8,1,8250,12380.38,1031.25,0,0,0,1,18500.0
23727,2,02,V1,1,2,2,2,43,2,05,01,4,92,,,0,0,23,34,2,3,5,2,5250,12380.38,1050.0,0,0,0,1,10000.0
23727,2,01,V1,1,3,2,2,38,2,07,01,8,21,14105,753,0,0,23,34,2,3,6,1,8458,9831.47,1409.6666666666667,0,1,0,0,17500.0
23727,2,02,V1,1,3,2,2,46,2,07,01,9,11,14105,753,0,19000,23,34,2,3,5,1,5042,9831.47,1008.4,19000,1,0,0,15000.0
23727,2,02,V1,1,4,2,2,40,2,01,01,0,92,,,0,0,23,34,2,3,6,1,8300,16749.92,1383.3333333333333,0,0,0,1,18580.0
23730,2,01,V1,1,1,2,2,43,2,12,01,15,21,01124,611,0,0,22,19,1,3,4,1,13237,41998.76,3309.25,0,1,0,0,12400.0
23730,2,01,V1,1,2,2,2,40,2,13,01,18,92,,,0,0,22,19,1,3,4,2,29663,51543.93,7415.75,0,0,0,1,40000.0
23730,2,01,V1,1,4,2,2,58,2,01,01,0,92,,,0,0,22,19,1,3,2,2,23603,16226.79,11801.5,0,0,0,1,18000.0
23730,2,01,V1,2,1,2,2,50,2,13,01,17,92,,,0,0,22,19,1,9,4,2,18233,110724.0,4558.25,0,0,0,1,18000.0
23730,2,01,V1,2,2,2,2,49,2,01,01,0,92,,,0,0,22,19,2,9,5,2,18783,152722.76,3756.6,0,0,0,1,6000.0
23730,2,01,V1,2,2,4,2,24,2,10,01,12,93,,,0,0,22,19,2,9,5,2,18783,152722.76,3756.6,0,0,0,1,6000.0
23730,2,01,V1,2,4,2,2,53,2,01,01,0,92,,,0,0,22,19,1,3,5,1,14905,83997.52,2981.0,0,0,0,1,0.0
23735,2,01,V1,1,1,2,2,43,2,07,01,9,92,,,0,1500,21,07,1,3,5,1,12267,7501.92,2453.4,1500,0,0,1,16000.0
23735,2,01,V1,1,2,4,2,35,2,08,01,10,92,,,0,0,21,07,1,2,6,2,13558,11721.75,2259.6666666666665,0,0,0,1,0.0
23735,2,02,V1,1,2,2,2,27,2,10,01,12,92,,,0,0,21,07,1,9,4,1,8692,11721.75,2173.0,0,0,0,1,12500.0
23735,2,01,V1,1,3,2,2,27,2,01,01,0,51,41001,931,0,0,21,07,1,1,6,3,12417,9377.4,2069.5,0,1,0,0,0.0
23735,2,01,V1,1,3,2,2,25,2,12,01,15,92,,,0,0,21,07,1,1,6,3,12417,9377.4,2069.5,0,0,0,1,0.0
23738,2,01,V1,1,1,2,2,50,2,08,01,10,92,,,0,0,03,19,1,9,4,1,39417,16702.14,9854.25,0,0,0,1,35000.0
23738,2,02,V1,1,1,2,2,45,2,10,01,12,92,,,0,0,03,19,1,9,4,1,31083,16702.14,7770.75,0,0,0,1,40000.0
23738,2,01,V1,1,2,2,2,33,2,12,01,15,92,,,0,0,03,19,1,9,4,1,27250,11691.5,6812.5,0,0,0,1,40000.0
23738,2,02,V1,1,2,8,2,33,2,12,01,15,92,,,0,0,03,19,1,9,5,1,39875,11691.5,7975.0,0,0,0,1,0.0
23738,2,01,V1,1,3,2,2,47,2,06,01,5,92,,,0,0,03,19,4,9,4,1,29750,5010.64,7437.5,0,0,0,1,45000.0
23738,2,02,V1,1,3,2,2,44,2,07,01,8,92,,,0,0,03,19,4,9,5,1,41000,5010.64,8200.0,0,0,0,1,45000.0
23738,2,01,V1,1,4,4,2,40,2,01,01,0,92,,,0,0,03,19,4,9,5,1,49167,7098.41,9833.4,0,0,0,1,0.0
23738,2,02,V1,1,4,2,2,40,2,01,01,0,92,,,0,0,03,19,1,9,5,1,16542,7098.41,3308.4,0,0,0,1,18000.0
23748,2,01,V1,1,1,2,2,31,2,13,01,19,31,84230,541,42000,0,27,09,6,2,7,1,16958,22469.79,2422.5714285714284,42000,1,0,0,60000.0
23748,2,01,V1,1,1,7,2,50,2,01,01,0,92,,,0,0,27,09,6,2,7,1,16958,22469.79,2422.5714285714284,0,0,0,1,60000.0
23748,2,01,V1,1,2,4,2,35,2,10,01,12,11,14105,753,0,5000,27,09,6,2,5,1,15465,26402.01,3093.0,5000,1,0,0,0.0
23748,2,01,V1,1,3,2,2,52,2,01,01,0,92,,,0,0,27,09,6,2,2,1,8720,14605.37,4360.0,0,0,0,1,15000.0
23748,2,01,V1,1,4,2,2,36,2,10,01,12,31,86100,422,8000,0,27,09,6,2,4,1,9973,7302.68,2493.25,8000,1,0,0,10000.0
23748,2,01,V1,2,1,3,2,41,2,10,01,12,92,,,0,0,27,09,6,2,5,2,15465,38198.65,3093.0,0,0,0,1,0.0
23748,2,01,V1,2,2,2,2,25,2,10,01,12,92,,,0,0,27,09,6,2,2,2,8159,42692.61,4079.5,0,0,0,1,12000.0
23748,2,01,V1,2,4,2,2,50,2,07,01,9,92,,,0,0,27,09,1,3,2,2,8136,23593.28,4068.0,0,0,0,1,10000.0
23755,2,01,V1,1,1,4,2,37,2,13,06,19,31,85102,234,48300,0,02,10,1,2,6,2,29133,5557.44,4855.5,48300,1,0,0,37500.0
23755,2,02,V1,1,1,2,2,37,2,10,01,12,81,,,0,0,02,10,1,2,4,2,17117,5557.44,4279.25,0,0,1,0,46500.0
23755,2,01,V1,1,2,2,2,39,2,13,01,18,31,84111,413,48200,0,02,10,1,9,5,2,11192,8336.17,2238.4,48200,1,0,0,51400.0
23755,2,02,V1,1,2,2,2,29,2,11,08,13,93,,,0,0,02,10,1,2,5,1,11325,8336.17,2265.0,0,0,0,1,18500.0
23755,2,01,V1,1,3,1,2,40,2,10,01,13,93,,,0,0,02,10,1,2,6,9,17542,8336.17,2923.6666666666665,0,0,0,1,0.0
23755,2,02,V1,1,3,1,2,36,2,11,11,14,11,85499,234,0,0,02,10,1,9,2,1,6275,8336.17,3137.5,0,1,0,0,0.0
23756,2,01,V1,1,1,4,2,30,2,12,01,15,93,,,0,0,06,17,1,9,6,2,37988,18555.16,6331.333333333333,0,0,0,1,0.0
23756,2,02,V1,1,1,2,2,49,2,12,01,15,93,,,0,0,06,17,1,9,4,1,42375,18555.16,10593.75,0,0,0,1,75000.0
23756,2,03,V1,1,1,4,2,40,2,13,01,18,12,86100,112,0,87000,06,17,1,3,5,1,55000,18555.16,11000.0,87000,1,0,0,95000.0
23756,2,02,V1,1,2,2,2,42,2,12,01,15,92,,,0,0,06,17,1,9,4,2,21738,6301.75,5434.5,0,0,0,1,25000.0
23759,2,01,V1,1,1,2,2,42,2,08,01,10,92,,,0,0,33,33,5,9,5,1,27077,19910.79,5415.4,0,0,0,1,30000.0
23759,2,02,V1,1,1,2,2,58,2,10,01,12,92,,,0,0,33,33,1,3,3,2,32827,19910.79,10942.333333333334,0,0,0,1,0.0
23759,2,01,V1,1,2,2,2,32,2,12,03,16,31,62011,112,38000,0,33,33,1,9,3,2,28227,32128.78,9409.0,38000,1,0,0,45000.0
23759,2,02,V1,1,2,2,2,30,2,12,03,16,31,62011,215,32000,0,33,33,1,3,2,2,34633,32128.78,17316.5,32000,1,0,0,36000.0
23759,2,01,V1,1,3,4,2,38,2,06,01,5,92,,,0,0,33,33,1,3,6,2,31147,6787.77,5191.166666666667,0,0,0,1,0.0
23759,2,02,V1,1,3,2,2,46,2,12,01,15,11,85491,235,0,8000,33,33,1,3,4,2,29527,6787.77,7381.75,8000,1,0,0,32000.0
23759,2,01,V1,1,4,2,2,37,2,07,01,9,11,87200,235,0,16000,33,33,1,3,4,1,16477,6335.25,4119.25,16000,1,0,0,18000.0
23759,2,02,V1,1,4,2,2,37,2,10,01,12,92,,,0,0,33,33,1,3,3,2,30397,6335.25,10132.333333333334,0,0,0,1,28600.0
23761,2,01,V1,1,1,4,2,40,2,10,01,12,92,,,0,0,23,17,1,3,5,2,15238,35149.82,3047.6,0,0,0,1,0.0
23761,2,02,V1,1,1,2,2,26,2,12,01,15,92,,,0,0,23,17,1,3,3,1,16196,35149.82,5398.666666666667,0,0,0,1,15670.0
23761,2,01,V1,1,2,4,2,39,2,12,01,15,92,,,0,10250,23,17,1,9,5,1,15963,35149.82,3192.6,10250,0,0,1,0.0
23761,2,02,V1,1,2,4,2,37,2,12,01,15,31,85102,234,5500,0,23,17,1,9,5,2,16383,35149.82,3276.6,5500,1,0,0,0.0
23761,2,01,V1,1,3,2,2,25,2,07,01,9,92,,,0,0,23,17,1,3,2,2,14917,14762.93,7458.5,0,0,0,1,32230.0
23761,2,02,V1,1,3,2,2,39,2,07,01,8,31,56292,512,6500,0,23,17,1,2,5,2,14246,14762.93,2849.2,6500,1,0,0,19500.0
23761,2,01,V1,1,4,2,2,60,2,06,01,5,92,,,0,5700,23,17,1,9,2,2,6246,18980.9,3123.0,5700,0,0,1,8500.0
23770,2,01,V1,1,1,2,2,49,2,08,01,10,92,,,0,0,23,34,1,3,5,1,8350,13618.41,1670.0,0,0,0,1,15670.0
23770,2,02,V1,1,1,4,2,40,2,12,01,15,92,,,0,0,23,34,1,3,5,1,8900,13618.41,1780.0,0,0,0,1,0.0
23770,2,01,V1,1,2,4,2,32,2,10,01,12,92,,,0,0,23,34,1,9,5,1,12067,8253.58,2413.4,0,0,0,1,0.0
23770,2,02,V1,1,2,2,2,30,2,11,08,14,92,,,0,0,23,34,1,1,4,3,8042,8253.58,2010.5,0,0,0,1,0.0
23770,2,02,V1,1,3,2,2,38,2,07,01,9,92,,,0,0,23,34,1,3,4,1,11958,9491.62,2989.5,0,0,0,1,15000.0
23770,2,01,V1,1,4,2,2,59,2,06,01,7,92,,,0,0,23,34,1,9,2,9,5583,17745.2,2791.5,0,0,0,1,0.0
23770,2,02,V1,1,4,2,2,41,2,06,01,7,21,01412,612,0,0,23,34,1,3,5,1,7900,17745.2,1580.0,0,1,0,0,10670.0
23773,2,01,V1,1,1,2,2,40,2,01,01,0,51,01161,921,0,0,36,16,1,3,4,1,10067,5551.61,2516.75,0,1,0,0,16000.0
23773,2,01,V1,1,2,2,2,36,2,10,01,12,92,,,0,0,36,16,1,9,4,1,15358,9021.37,3839.5,0,0,0,1,17800.0
23773,2,02,V1,1,2,2,2,29,2,08,01,10,92,,,0,0,36,16,2,3,5,1,13250,9021.37,2650.0,0,0,0,1,16500.0
23773,2,01,V1,1,3,2,2,32,2,01,01,0,93,,,0,0,36,16,1,3,3,2,11200,5551.61,3733.3333333333335,0,0,0,1,15000.0
23773,2,02,V1,1,3,4,2,32,2,07,01,8,92,,,0,0,36,16,2,3,9,1,14583,5551.61,1620.3333333333333,0,0,0,1,0.0
23773,2,02,V1,1,3,4,2,22,2,07,01,9,92,,,0,0,36,16,2,3,9,1,14583,5551.61,1620.3333333333333,0,0,0,1,0.0
23773,2,01,V1,1,4,2,2,47,2,01,01,0,51,01124,921,0,0,36,16,2,3,3,3,7550,14572.99,2516.6666666666665,0,1,0,0,0.0
23775,2,01,V1,1,1,2,2,50,2,08,01,11,92,,,0,0,07,04,1,9,4,2,28758,46540.91,7189.5,0,0,0,1,28000.0
23775,2,01,V1,1,2,2,2,28,2,08,01,10,93,,,0,0,07,04,1,9,4,1,14792,35189.47,3698.0,0,0,0,1,14500.0
23775,2,01,V1,1,3,1,2,25,2,13,01,17,11,10712,751,0,2500,07,04,1,9,2,1,7833,13621.73,3916.5,2500,1,0,0,0.0
23775,2,01,V1,1,4,2,2,30,2,07,01,8,92,,,0,0,07,04,1,2,5,1,11500,73784.38,2300.0,0,0,0,1,18000.0
23775,2,01,V1,2,1,2,2,57,2,12,01,15,92,,,0,0,07,04,1,9,3,2,23167,59027.5,7722.333333333333,0,0,0,1,60000.0
23775,2,01,V1,2,2,2,2,33,2,12,01,15,92,,,0,0,07,04,1,9,4,2,17042,45405.77,4260.5,0,0,0,1,0.0
23783,2,01,V1,1,1,3,2,45,2,10,01,12,92,,,0,0,29,17,1,2,4,1,17975,12527.09,4493.75,0,0,0,1,0.0
23783,2,02,V1,1,1,2,2,60,2,08,01,10,92,,,0,0,29,17,1,2,6,1,20208,12527.09,3368.0,0,0,0,1,0.0
23783,2,02,V1,1,1,4,2,28,2,11,09,13,92,,,0,0,29,17,1,2,6,1,20208,12527.09,3368.0,0,0,0,1,0.0
23783,2,01,V1,1,2,2,2,48,2,01,01,0,92,,,0,0,29,17,1,2,4,2,22667,28812.31,5666.75,0,0,0,1,15000.0
23783,2,01,V1,1,3,2,2,35,2,06,01,6,21,47211,522,0,0,29,17,1,2,6,1,16500,13153.45,2750.0,0,1,0,0,31000.0
23783,2,01,V1,1,4,2,2,38,2,06,01,7,11,13991,753,0,5400,29,17,1,2,5,2,12783,27559.6,2556.6,5400,1,0,0,16000.0
23783,2,02,V1,1,4,2,2,24,2,07,01,9,92,,,0,0,29,17,1,2,3,1,14267,27559.6,4755.666666666667,0,0,0,1,24000.0
23784,2,01,V1,1,1,2,2,56,2,06,01,5,92,,,0,0,08,32,1,3,9,1,27350,29478.62,3038.8888888888887,0,0,0,1,40000.0
23784,2,01,V1,1,1,4,2,26,2,11,10,14,92,,,0,0,08,32,1,3,9,1,27350,29478.62,3038.8888888888887,0,0,0,1,40000.0
23784,2,01,V1,1,1,4,2,23,2,08,01,10,92,,,0,0,08,32,1,3,9,1,27350,29478.62,3038.8888888888887,0,0,0,1,40000.0
23784,2,02,V1,1,1,2,2,54,2,05,01,3,92,,,0,0,08,32,1,3,6,1,29550,29478.62,4925.0,0,0,0,1,35000.0
23784,2,02,V1,1,1,4,2,28,2,12,06,17,92,,,0,0,08,32,1,3,6,1,29550,29478.62,4925.0,0,0,0,1,35000.0
23784,2,01,V1,1,2,2,2,41,2,10,01,12,21,47722,522,0,0,08,32,1,3,2,1,10333,18560.61,5166.5,0,1,0,0,15000.0
23784,2,02,V1,1,2,2,2,35,2,07,01,9,11,47110,522,0,8000,08,32,1,3,4,2,13525,18560.61,3381.25,8000,1,0,0,8500.0
23784,2,01,V1,1,3,2,2,24,2,12,16,17,92,,,0,0,08,32,1,1,3,2,5333,17468.81,1777.6666666666667,0,0,0,1,15000.0
23784,2,02,V1,1,3,2,2,47,2,08,01,10,92,,,0,0,08,32,1,3,2,1,5958,17468.81,2979.0,0,0,0,1,10000.0
23784,2,01,V1,1,4,2,2,34,2,07,01,8,11,14105,815,0,20000,08,32,1,3,5,1,6833,26203.22,1366.6,20000,1,0,0,0.0
23789,2,01,V1,1,1,2,2,53,2,10,01,12,93,,,0,0,27,21,6,2,3,9,21292,28647.04,7097.333333333333,0,0,0,1,0.0
23789,2,02,V1,1,1,2,2,31,2,10,01,12,31,64191,242,35000,0,27,21,1,9,4,2,29583,28647.04,7395.75,35000,1,0,0,70000.0
23789,2,02,V1,1,2,2,2,43,2,13,01,17,11,10719,512,0,8000,27,21,1,9,4,2,16975,34949.39,4243.75,8000,1,0,0,60000.0
23789,2,02,V1,1,4,2,2,58,2,10,01,12,92,,,0,0,27,21,1,9,5,2,24150,16901.75,4830.0,0,0,0,1,0.0
23789,2,02,V1,1,4,4,2,28,2,12,01,15,31,64191,241,50000,0,27,21,1,9,5,2,24150,16901.75,4830.0,50000,1,0,0,0.0
23793,2,01,V1,1,1,2,2,44,2,12,01,15,21,74101,753,0,0,09,09,1,9,4,1,30500,48381.07,7625.0,0,1,0,0,60000.0
23793,2,01,V1,1,2,2,2,28,2,12,01,15,31,82200,243,30000,0,09,09,1,9,2,2,23042,20545.39,11521.0,30000,1,0,0,35000.0
23793,2,01,V1,1,3,1,2,30,2,12,01,15,94,,,0,0,09,09,1,9,3,9,19833,662.75,6611.0,0,0,0,0,0.0
23793,2,01,V1,2,1,2,2,50,2,12,01,15,92,,,0,0,09,09,1,9,3,2,26583,41753.53,8861.0,0,0,0,1,58000.0
23793,2,02,V1,2,1,2,2,47,2,13,01,17,92,,,0,0,09,09,1,9,5,2,29417,41753.53,5883.4,0,0,0,1,54000.0
23793,2,01,V1,2,2,2,2,52,2,12,01,15,92,,,0,0,09,09,1,9,2,1,18167,53020.36,9083.5,0,0,0,1,35000.0
23796,2,01,V1,1,1,2,2,52,2,10,01,12,92,,,0,0,19,12,1,9,6,2,19629,9092.47,3271.5,0,0,0,1,15000.0
23796,2,02,V1,1,1,2,2,42,2,08,01,10,92,,,0,0,19,12,1,9,5,2,10113,9092.47,2022.6,0,0,0,1,10000.0
23796,2,01,V1,1,2,2,2,25,2,08,01,10,92,,,0,0,19,12,1,9,5,2,11779,14480.6,2355.8,0,0,0,1,12000.0
23796,2,02,V1,1,2,2,2,32,2,08,01,10,92,,,0,0,19,12,1,2,5,2,17213,14480.6,3442.6,0,0,0,1,62100.0
23796,2,02,V1,1,3,2,2,55,2,10,01,12,92,,,0,0,19,12,1,3,2,2,6618,13133.57,3309.0,0,0,0,1,23400.0
23800,2,01,V1,1,1,2,2,43,2,07,01,9,31,97002,512,7000,0,27,25,6,2,4,2,20875,29018.88,5218.75,7000,1,0,0,25000.0
23800,2,02,V1,1,1,2,2,35,2,10,01,12,92,,,0,0,27,25,1,3,3,2,10958,29018.88,3652.6666666666665,0,0,0,1,12000.0
23800,2,01,V1,1,2,2,2,28,2,13,01,18,92,,,0,0,27,25,1,3,2,2,31250,41916.15,15625.0,0,0,0,1,50000.0
23800,2,02,V1,1,2,2,2,30,2,12,01,15,11,10796,512,0,9000,27,25,1,9,4,2,16000,41916.15,4000.0,9000,1,0,0,20000.0
23800,2,01,V1,1,3,2,2,43,2,08,01,9,31,97002,512,6000,0,27,25,1,2,3,2,21133,35467.51,7044.333333333333,6000,1,0,0,15000.0
23800,2,02,V1,1,4,2,2,25,2,08,01,10,92,,,0,0,27,25,1,9,3,2,10625,27944.1,3541.6666666666665,0,0,0,1,12000.0
23805,2,01,V1,1,1,2,2,43,2,07,01,9,92,,,0,0,08,29,1,3,5,1,15333,13624.1,3066.6,0,0,0,1,22000.0
23805,2,01,V1,1,1,4,2,20,2,07,01,9,92,,,0,0,08,29,1,3,5,1,15333,13624.1,3066.6,0,0,0,1,22000.0
23805,2,02,V1,1,1,2,2,48,2,08,01,10,92,,,0,0,08,29,1,9,4,1,14333,13624.1,3583.25,0,0,0,1,22000.0
23805,2,01,V1,1,2,2,2,33,2,12,01,15,92,,,0,0,08,29,1,9,3,2,14333,15327.12,4777.666666666667,0,0,0,1,45000.0
23805,2,02,V1,1,2,2,2,32,2,08,01,10,92,,,0,0,08,29,1,2,3,3,7583,15327.12,2527.6666666666665,0,0,0,1,0.0
23805,2,01,V1,1,3,2,2,58,2,06,01,5,92,,,0,0,08,29,1,3,3,2,8417,6812.05,2805.6666666666665,0,0,0,1,7000.0
23805,2,02,V1,1,4,2,2,27,2,01,01,0,92,,,0,0,08,29,1,9,4,1,4917,6130.85,1229.25,0,0,0,1,7000.0
23806,2,01,V1,1,1,2,2,43,2,13,01,17,31,85211,233,55000,0,28,04,1,3,4,2,20508,9970.35,5127.0,55000,1,0,0,19500.0
23806,2,02,V1,1,1,2,2,38,2,08,01,10,11,14105,753,0,2400,28,04,1,3,2,2,10758,9970.35,5379.0,2400,1,0,0,12000.0
23806,2,01,V1,1,2,2,2,43,2,06,01,7,93,,,0,0,28,04,1,3,3,2,25000,18221.67,8333.333333333334,0,0,0,1,20000.0
23806,2,02,V1,1,2,2,2,27,2,12,01,15,31,84111,431,22000,0,28,04,1,2,3,1,11305,18221.67,3768.3333333333335,22000,1,0,0,31000.0
23806,2,01,V1,1,3,2,2,38,2,01,01,0,92,,,0,0,28,04,1,3,4,1,18267,25785.38,4566.75,0,0,0,1,15500.0
23806,2,02,V1,1,3,4,2,34,2,13,06,17,81,,,0,0,28,04,1,2,7,3,15903,25785.38,2271.8571428571427,0,0,1,0,0.0
23809,2,01,V1,1,1,2,2,55,2,10,01,12,92,,,0,0,33,28,1,3,6,3,10320,14699.89,1720.0,0,0,0,1,0.0
23809,2,02,V1,1,1,4,2,34,2,13,11,18,11,14105,753,0,1600,33,28,1,3,6,2,25850,14699.89,4308.333333333333,1600,1,0,0,0.0
23809,2,01,V1,1,2,2,2,54,2,06,01,6,11,16296,731,0,1100,33,28,1,3,5,3,22970,28731.6,4594.0,1100,1,0,0,0.0
23809,2,01,V1,1,2,4,2,28,2,10,01,12,92,,,0,0,33,28,1,3,5,3,22970,28731.6,4594.0,0,0,0,1,0.0
23809,2,02,V1,1,2,2,2,42,2,07,01,9,31,13943,932,5500,0,33,28,1,3,5,2,14395,28731.6,2879.0,5500,1,0,0,5500.0
23809,2,02,V1,1,4,2,2,60,2,05,01,1,31,46209,751,5000,0,33,28,1,3,2,2,4763,27395.24,2381.5,5000,1,0,0,5000.0
23813,2,01,V1,1,1,2,2,45,2,06,01,5,93,,,0,0,10,32,2,3,6,1,9697,5745.32,1616.1666666666667,0,0,0,1,14000.0
23813,2,02,V1,1,1,2,2,50,2,01,01,0,93,,,0,0,10,32,2,3,10,1,14500,5745.32,1450.0,0,0,0,1,0.0
23813,2,01,V1,1,2,2,2,25,2,12,01,15,92,,,0,0,10,32,2,3,5,2,11083,5266.54,2216.6,0,0,0,1,40000.0
23813,2,02,V1,1,2,2,2,35,2,06,01,5,92,,,0,0,10,32,2,3,5,1,11833,5266.54,2366.6,0,0,0,1,16000.0
23813,2,01,V1,1,3,2,2,25,2,10,01,12,92,,,0,0,10,32,2,3,4,1,11467,5745.32,2866.75,0,0,0,1,18000.0
23813,2,02,V1,1,3,2,2,28,2,08,01,10,92,,,0,0,10,32,2,3,6,1,12130,5745.32,2021.6666666666667,0,0,0,1,17000.0
